brand,dispensary,name,type,description,thc,cbd,size,price,image
Artisan Batch,"['Culture Rising - Milton', 'Village Buds']",HWY Golden Pineapple,Infused Flower,"HWY 8’s team has over 45 years of experience growing cannabis, with generations of skills and perspectives to pull from. With an exceptional genetic library of over 200 cultivars and 3,000 seeds, HWY 8 aims to change the industry by focusing on high-quality, high-potency strains. HWY 8 Golden Pineapple is a cross between Golden Goat and Pineapple Kush, and is grown in an indoor controlled environment to produce a clean, premium product. Each plant is grown in Pro Mix soil, then hang dried in rooms that are both temperature and humidity controlled. The plants are then hand trimmed to ensure the integrity of each bud is intact. Golden Pineapple has tight, light green buds with a hint of amber. They’re sticky and spongy to the touch, and with a sweet and fruity smell. Golden Pineapple has over 3.5% terpenes, with ocimene, farnesene, and limonene leading the profile. This strain has a THC potential of 21-27% THC and less than 1% CBD.",,5mg ,1/8 oz,$49.95,https://images.weedmaps.com/products/000/321/669/avatar/1637264621-15_-_golden_pineapple_bp_-_1600_x_1600.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
INDIVA,['Culture Rising - Milton'],Powdered Donuts,Flower,"Powdered Donuts, a new hybrid from Indiva, is a high THC strain with a very unique terpene profile.

A cross between Orange Cookies and Jet Fuel Gelato, this strain is grown hydroponically in rockwool in a greenhouse using state-of-the-art LED lighting to complement the natural sunlight. Powdered Donuts is always handled with care by a dedicated, passionate team who use customized growing techniques to achieve the highest possible quality for each batch. This strain is passively dried on trays and racks, then wet trimmed using a machine. Sustainability is the name of the game when growing Powdered Donuts, always working to insure minimal environmental impact and a low carbon footprint.

Powdered Donuts features a unique terpene profile led by caryophyllene, limonene, and myrcene. The flavour is sweet with a doughy taste, finished off with a bit of citrus. The buds are a deep, rich green with orange pistils, and are covered in frosty trichomes. Powdered Donuts has a THC potential of 20-26%, making it a high-quality, high-THC cannabis experience.",,,1/8 oz,$32.95,https://images.weedmaps.com/products/000/271/655/avatar/1624037125-indiva_-_pd_-_1600_beauty.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Artisan Batch,['Culture Rising - Milton'],Purplefarm Genetics Sour Glue,Infused Flower,"Purplefarm Genetics Sour Glue is a cross between Gorilla Glue #4 and Sour Diesel. Purplefarm Genetics combines decades of practical growing knowledge with data and technology, producing terpene-rich and cannabinoid-rich cannabis. Sour Glue is grown indoors in environmentally controlled grow rooms using ProMix HP+ with Mycorrhizae and Californian Luxx HPS lighting. Heat, humidity, air pressure and CO2 are controlled while the plants are dosed with nutrients on a weekly basis. Each plant is hand harvested and hang dried cold for two weeks. From there, they’re hand trimmed, cold-barrel cured, and burped daily for 21 days to ensure ideal quality. The large to medium buds are nearly entirely covered in frosty trichomes, with a citrus diesel aroma and a peppery, cedar finish. Purplefarm Genetics Sour Glue has 20-26% THC and >3% terpenes, led by myrcene, limonene, and caryophyllene.",,5mg ,1/8 oz,$48.95,https://images.weedmaps.com/products/000/310/373/avatar/1634305034-sour_glue_bp_w_bud_-_1600_x_1600.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Greybeard Cannabis,['Culture Rising - Milton'],Afghani Drifter - Terp Slush,Live Resin,"Greybeard Live Resin is made from fresh cannabis grown outdoors at Thrive's cultivation grounds in Simcoe, Ontario and carefully fresh-frozen until extracted. Greybeard’s Live Resin is highly aromatic and flavourful due to our proprietary hydrocarbon extraction process that retains nearly twice the terpene content vs CO2 extraction of dried cannabis grown indoors or in a greenhouse. Terp Slush Concentrate is an upgraded version of HTFSE (High Terpene Full Spectrum Extract) - with Greybeard’s providing easy-to-scoop consistency for use in dab rigs and pens. Afghani Drifter is a hybrid strain whose high cannabinoid potency is balanced by a solid terpene content led by myrcene, caryophyllene, and limonene that give off gobs of hash-y, earthy aromas with a strong hit of funky musk and pepper spice notes.",22% ,5mg ,1/2 g,$36.95,https://images.weedmaps.com/products/000/267/953/avatar/1622642359-1622565150-7c8bcb53-f51b-4fbd-9a15-44b1e0c4e69c.jpeg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Quatreau,"['Sessions Cannabis - Albion', 'Sessions Cannabis - Stoney Creek', 'Sessions Cannabis - Binbrook']",Lime & Ginger Sparkling Water,Drinks,"Quatreau Lime & Ginger is a deliciously refreshing cannabis-infused sparkling water beverage. With 2 mg of CBD and 2 mg of THC, it’s a satisfying and delicious choice. Because Quatreau believes in simplifying choices, so you can focus on the things that really matter.",10mg ,1.5% ,Each,$4.95,https://images.weedmaps.com/products/000/207/965/avatar/1608125888-Screen_Shot_2020-12-16_at_8.36.55_AM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Wana Canada,"['Culture Rising - Milton', 'Your Local Cannabis - Stouffville', 'Qbud Cannabis']",Wana Sour Gummies Blood Orange 20:1 10-pack,Gummies,"Wana Sour Gummies Blood Orange 20:1 Hybrid have a sweet, citrus flavor with 20 mg of CBD and 1 mg of THC per gummie. Made with a terpene-enhanced hybrid blend, Wana Sour Gummies Blood Orange Hybrid are handcrafted with pectin (never gelatin) for an elevated texture. Each package contains 10 gummies.",290mg ,0.75mg ,Each,$26.95,https://images.weedmaps.com/products/000/310/390/avatar/1634311161-blood_orange_10_pk_branded_-_1600x1600.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Sour Kush Pre-Roll Pre-Rolls,Pre Roll,,,50mg ,Each,$24.75,https://images.weedmaps.com/pictures/listings/171/579/403/172231249_xam5fft4mnktp7p4i9x4.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Wana Edibles,['Scarlet Fire Cannabis Co'],Wana Sour Gummies: Pomegranate Blueberry Acai 5:1,Gummies,"500mg CBD/100mg THC per package | 25 CBD/5mg THC per piece
Slightly acidic with hints of juicy fruit, these gummies blend three powerhouse flavors with a 5:1 infusion of both CBD and terpene-enhanced THC distillate. The combination offers all the therapeutic effects of CBD, supplemented by a low dose of THC for additional relief.
Vegan and Gluten-FreeSweetened with Organic Ingredients (No High-Fructose Corn Syrup)All-Natural Flavors and ColorsEnhanced with 30+ TerpenesChild-Proof, Food-Safe, Sustainable Packaging

State: Colorado
wanabrands.com",,,Each,$6.60,https://images.weedmaps.com/products/000/103/082/avatar/1605544866-CO_Rec_Pomegranate_Blueberry_Acai_Hero__1_.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],STEEL CITY GRIND Legendary Larry Grind - 7G,Flower,,,,Each,$44.99,https://images.weedmaps.com/pictures/listings/445/273/023/419917606_bpowhuovejhmtnpbs2io.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],LOT420 | Off Menu,Flower,,335mg ,1% ,1/8 oz,$50.00,https://images.weedmaps.com/pictures/listings/976/363/318/397417447_a6151358-a8f8-45a0-bbaa-18ffcfda15a3.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Fraser Valley Weed Co. - D. Burger - Fraser Valley Weed Co. - D. Burger - 28g,Flower,,10mg ,0.01mg ,Each,$99.98,https://images.weedmaps.com/pictures/listings/270/181/231/420505573_sijmlzxwf9nc9vyrpyv8.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],THC Jelly Cubes,Edibles,,210mg ,1% ,Each,$20.00,https://images.weedmaps.com/pictures/listings/186/261/186/425943938_84727119-93e4-4386-be10-c95e76248f12.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],REDECAN Animal Rntz - 3.5G,Flower,,86% ,1% ,Each,$24.99,https://images.weedmaps.com/pictures/listings/445/273/023/426719505_duv4sbll0hy4aatmkjop.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Wana - Sour Strawberry 10:1 Hybrid Soft Chews (10-Pieces) - 10x4.5g,Edibles,,74.48% ,5mg ,Each,$27.75,https://images.weedmaps.com/pictures/listings/452/519/291/421397734_fae9a697-100a-445c-b605-02043c954e3b.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Black Cherry Punch Pre-Roll 10x0.35g Pre-Rolls - Black Cherry Punch Pre-Roll 10x0.35g Pre-Rolls,Flower,,10mg ,400mg ,Each,$24.99,https://images.weedmaps.com/pictures/listings/644/236/596/414189743_vnzlg82ks3lmxxgzuqun.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],CANACA HYBRID THC DISTILLATE DISPOSABLE PEN - THC Distillate Disposable Pen Cartridges,Concentrates,,74.5% ,,Each,$34.25,https://images.weedmaps.com/pictures/listings/814/366/176/424731642_c5dffyq6slxmmzagav61.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Greybeard Cannabis,['Your Local Cannabis - Stouffville'],SLK - Terp Slush,Live Resin,"Greybeard Live Resin Terp Slush is an elevated version of the ever-popular HTFSE (High-Terpene Full-Spectrum Extract), carefully made from cannabis grown outdoors. As they harvest, their crop is flash-frozen to seal in the cannabinoids and terpenes until they are ready to be extracted through their hydrocarbon process, resulting in highly aromatic and flavourful concentrates.
SLK is a Greybeard-only cultivar that consistently achieves between 17-22% THC, with pungent terpenes that highlight an earthy, peppered citrus profile, making this proprietary strain an easy choice for even the most fickle cannasseur.
SLK Terp Slush is tropical on the nose with blasts of mango, banana and mouthwatering fruit smoothie aromas. Visually, it’s a bright, beautiful chardonnay yellow. Greybeard Live Resin Terp Slush also has a wonderfully granular consistency that makes it a breeze to use in dab rigs and pens.",240mg ,10% ,Each,$79.65,https://images.weedmaps.com/products/000/205/146/avatar/1607629579-Screen_Shot_2020-12-10_at_2.45.47_PM.png?fill=solid&fit=crop&auto=format&w=240&h=240
,[],Phat420 - CBD Infused Sugar - Blend - 20 Pack,Edibles,,25% ,5mg ,Each,$24.75,https://images.weedmaps.com/pictures/listings/452/519/291/421402571_ff582cc8-bb84-4b21-b556-91a602d1249f.jpg?fill=solid&fit=crop&auto=format&w=240&h=240
,[],S'Mores | Back Forty | 1 x 10mg - S'Mores | Back Forty | 1 x 10mg,Edibles,,,5mg ,Each,$3.99,https://images.weedmaps.com/pictures/listings/195/348/733/421518461_phcaesiidz5cm1hc4x76.jpg?fill=solid&fit=crop&auto=format&w=240&h=240
,[],Blue Dream 510 Thread Cartridge Blend - 1g,Cartridge,,35.9% ,,Each,$36.50,https://images.weedmaps.com/pictures/listings/753/463/845/410164010_145e6f8d-cbbd-480c-bb23-c7e3bffc5a3b.jpeg?fill=solid&fit=crop&auto=format&w=240&h=240
,[],Indica 24 7g Dried Flower - Indica 24 7g Dried Flower,Flower,,,4mg ,Each,$29.99,https://images.weedmaps.com/pictures/listings/644/236/596/425583761_qxy1voudg52ntiuxcb6u.jpg?fill=solid&fit=crop&auto=format&w=240&h=240
,[],Organic Comatose | 1964 - Organic Comatose | 1964 | 3.5g,Flower,,,,Each,$33.99,https://images.weedmaps.com/pictures/listings/195/348/733/420014524_civli5e1a9uiu5pdda2h.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],San Rafael '71 - Tangerine Dream - 3.5g,Flower,,,,1/8 oz,$29.95,https://images.weedmaps.com/pictures/listings/336/037/556/337748584_0ef4fddd-c105-4b96-8d13-080073573eb8.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],HAZEL - Hash Stick 1g,Concentrates,,25.6% ,5mg ,Each,$29.82,https://images.weedmaps.com/pictures/listings/783/809/327/426400907_grvp7ckv2puew7oengld.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Simply Bare,"['Your Local Cannabis - Scarborough, Kennedy & Lawrence']",BC Organic Sour Cookies Pre-Roll,Pre Roll,"This FVOPA Organic Certified sativa-dominant, high potency flower is derived from the well-loved GSC and Sour Diesel lineages. With beautiful bright purple leaves and glistening with crystal trichomes, her doughy yet sugary aroma is both sweet and sour. Grown in living soil, hang-dried for 14 days and cold cured. This is single strain, whole bud, milled to perfection and rolled with 100% organic hemp papers, finished by hand.",,,1.5 g,$22.99,https://images.weedmaps.com/products/000/207/092/avatar/1607978995-Screen_Shot_2020-12-14_at_3.49.48_PM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Eve Bath Bomb - The Dreamer,Topicals,,26.5% ,,Each,$21.00,https://images.weedmaps.com/pictures/listings/838/214/722/388571393_cc17504f-222f-4149-a708-379cd4c11187.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Strawberry Fire OG 3.5G Jar,Flower,,20% ,1% ,1/8 oz,$34.99,https://images.weedmaps.com/products/000/100/878/avatar/1620907242-sfog_wmpile.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Early Lemon Berry - Early Lemon Berry 3.5g Dried Flower,Flower,,,,Each,$23.50,https://images.weedmaps.com/pictures/listings/949/091/785/405399665_avmizrj2jkkdvrb2xyif.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Orange CKS 3.5G Jar,Flower,,20.4% ,60mg ,1/8 oz,$35.99,https://images.weedmaps.com/products/000/188/429/avatar/1629302438-orangecks_wmpile_shadow_.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Floresense - Herbal Collection 510 Thread Cartridge - Blend - 3x0.3g,Cartridge,,10mg ,0.5% ,Each,$41.40,https://images.weedmaps.com/pictures/listings/347/081/711/389246916_3f7fc579-24c3-4b3f-9876-d892a9b0a786.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
Twd.28,"['BUDSSMOKE - Burlington', 'Village Buds']",Twd.28 Sativa,Infused Flower,"Twd.28 Sativa™ is a 28 g offering of dried sativa cannabis flower with very strong THC potency potential (17-23%). 

When you want high quality at a good price, look for Twd. 28™. 

It's that simple.",84% ,,1 oz,$113.27,https://images.weedmaps.com/products/000/261/856/avatar/1643139187-101410_2.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Penelope Softgels 10 mg,Capsules,,26.89% ,,Each,$19.25,https://images.weedmaps.com/products/000/204/973/avatar/1607604880-Screen_Shot_2020-12-10_at_7.50.32_AM.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Divvy - Sour Kush Pre-Roll - 12x0.35g Hybrid,Pre Roll,,35% ,,Each,$19.91,https://images.weedmaps.com/pictures/listings/855/838/032/345942343_4664f4df-0dca-44b1-bf9b-e68c34b4c6c0.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],SPINACH FEELZ - THC+CBG Pineapple Starfruit Soft Chews (Blend) - 2x5g,Edibles,,,,Each,$9.40,https://images.weedmaps.com/pictures/listings/668/607/936/426725530_cb1914b9-43c1-41d5-a41e-ed7e34e1d420.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],PAX ERA BlueBerry OG Live Rosin PAX - 1G INDICA,Concentrates,,,,Each,$59.99,https://images.weedmaps.com/pictures/listings/700/027/716/423904785_d0hsqcjtflcttnccbsva.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Weed Me - Mandarin Cookie Sativa - 1g,Flower,,8% ,,Each,$11.50,https://images.weedmaps.com/pictures/listings/668/607/936/423367821_5487d56e-4804-4f1a-855e-6074b630684f.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],General Admission - Honeydew Boba Distillate-Infused Pre-Roll 1x1g,Pre Roll,,29.9% ,10mg ,1 g,$13.51,https://images.weedmaps.com/pictures/listings/855/838/032/388114541_e9c1dd01-06a4-4349-9f5c-df8a11bfeb81.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Vortex - Vortex Full Spectrum THC Jelly Cubes - Hybrid - 20 caps,Tincture,,260mg ,0.1mg ,Each,$21.99,https://images.weedmaps.com/pictures/listings/266/931/564/426028018_12b24f5a-0024-46fb-bcca-0dcd9fcf56e9.jpeg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Lemon Skunk,Flower,,,,1 g,$8.99,https://images.weedmaps.com/products/000/224/359/avatar/original/1611790036-DNA-Genetics-Lemon-Skunk.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Skunk Haze,Infused Flower,,,,1/8 oz,$26.99,https://images.weedmaps.com/products/000/204/974/avatar/1641497818-twe_leafly_skunkhaze_ecomm_images_20435_v003.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Costa Canna - Liberty Haze - 3.5g,Infused Flower,,,,3.5 g,$47.50,https://images.weedmaps.com/pictures/listings/422/005/409/379423464_00628242051514_00_compress_103112.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Peanut Butter Breath - Peanut Butter Breath 3.5g Dried Flower,Flower,,30% ,,Each,$38.95,https://images.weedmaps.com/pictures/listings/537/575/767/418436348_ske4ayxtwcyc9mofgn3b.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Magic Melon (Autoflower) Seeds,Seeds,,210mg ,5% ,Each,$56.99,https://images.weedmaps.com/pictures/listings/812/246/895/318555407_cf63ed03-4915-4f38-9c2c-155bddd0f6dc.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Lighter Leash - Original,Gear,,18.37% ,1% ,Each,$5.00,https://images.weedmaps.com/pictures/listings/565/958/889/406833430_m9zynzfjrsgg1wm3j9no.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"Raw - Classic Unbleached 1 ¼""",Rolling Papers,,420mg ,,Each,$2.78,https://images.weedmaps.com/pictures/listings/668/607/936/426435048_cdd657c4-91f5-4305-bb5d-d3d176832050.jpeg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
