brand,dispensary,name,type,description,thc,cbd,size,price,image
,[],Good Supply - Jean Guy Pre Roll - Good Supply - Jean Guy Pre-Roll - 1g,Flower,,,,Each,$9.49,https://images.weedmaps.com/pictures/listings/270/181/231/420021957_cfe0ba7d-7164-4a4d-9a08-3c5e58d4249a.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"Grav 8"" Beaker w/ fixed Downstem (32 x 4mm)",Gear,,,,Each,$125.00,https://images.weedmaps.com/pictures/listings/270/181/231/393505330_zobsvqrrnigrrtf2nszs.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Harts - Charlotte's Angel Pre-Rolls - 10x0.35g,Flower,,,,Each,$13.75,https://images.weedmaps.com/pictures/listings/270/181/231/419653496_jixgmh0wmakqqqrceoze.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Hiway - Sativa Pre-Roll Pack - 2x1g,Flower,,,,Each,$12.49,https://images.weedmaps.com/pictures/listings/270/181/231/421555170_yn1olks0tmqz8hkpmvrb.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Indiva - CBG:THC Afternoon Trail Mix Milk Chocolate 1:1,Edibles,,,,Each,$4.98,https://images.weedmaps.com/pictures/listings/270/181/231/426609536_xdopds9aoeorrqnkvvax.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Infyniti 4 parts GIANT herb grinder - Infyniti 4 parts GIANT herb grinder - Gun Metal,Gear,,,,Each,$40.00,https://images.weedmaps.com/pictures/listings/270/181/231/412971374_siqg6rrwn14srxoipcau.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],INFYNITI GLASS ROLLING TIPS - ROUND END,Gear,,,,Each,$2.00,https://images.weedmaps.com/pictures/listings/270/181/231/393345161_e2jkg3fx0godnviychug.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Juicy Jay Hemp Wraps Manic/Mango Papaya - 2703,Gear,,,,Each,$1.98,https://images.weedmaps.com/pictures/listings/270/181/231/416035719_a9bbvoxlx18t3advaiog.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Juicy Jay's Rolling Papers - Chocolate Chip Cookie Dough,Gear,,,,Each,$2.58,https://images.weedmaps.com/pictures/listings/270/181/231/413019283_x3l9p4yjluozlcc1xyza.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Juicy Jay's Rolling Papers - Maple Syrup,Gear,,,,Each,$2.58,https://images.weedmaps.com/pictures/listings/270/181/231/416408939_o1imjuj8iwnrnxtdkufw.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Juicy Jay's Rolling Papers - Mello Mango 1 1/4,Gear,,,,Each,$2.58,https://images.weedmaps.com/pictures/listings/270/181/231/426608363_m2zxgvmh5ubnoqgyd2no.webp?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Juicy Jays - Double Dutch Chocolate King Slim Rolling Papers,Gear,,,,Each,$2.58,https://images.weedmaps.com/pictures/listings/270/181/231/426208435_anfrqwmmgeb4auz8ap6a.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Jump Vaporizer Red,Gear,,,,Each,$63.98,https://images.weedmaps.com/pictures/listings/270/181/231/426596766_yushmtbzjvn35s51xsux.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],KAOS Glass - KS 23 Rig,Gear,,,,Each,$150.00,https://images.weedmaps.com/pictures/listings/270/181/231/348271967_xy0lywratxua02cmifza.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],KAOS Glass - RS 001,Gear,,,,Each,$98.00,https://images.weedmaps.com/pictures/listings/270/181/231/348270655_fxcxybptdfv4drpeb3sv.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Kush Herbal Hemp Wraps - Strawberry Kiwi 2-Pack,Gear,,,,Each,$1.75,https://images.weedmaps.com/pictures/listings/270/181/231/419654686_puyjbsmyoxquy8od6mpb.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Kush Ultra Herbal Hemp Wrap Original,Gear,,,,Each,$1.75,https://images.weedmaps.com/pictures/listings/270/181/231/418976921_pwf3z5h9oxpw0iwu5ej0.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Lemonnade - Medellin (Smalls) - 14g,Flower,,,,Each,$89.98,https://images.weedmaps.com/pictures/listings/270/181/231/425721937_lkrbxkef2xgwyqralmzg.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"LIT Silicone 3.75"" Red Lobster Claw Hand Pipe W/Glass Bowl",Gear,,,,Each,$19.98,https://images.weedmaps.com/pictures/listings/270/181/231/412968462_jfr9rha63du821gqemyo.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"LIT Silicone 4"" Green Leaf Hand Pipe W/Glass Bowl",Gear,,,,Each,$19.98,https://images.weedmaps.com/pictures/listings/270/181/231/412968369_ukqm8ubkvovzpvvy0nov.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],OCB - Virgin Unbleached Cones KS 3-Pack,Gear,,,,Each,$2.25,https://images.weedmaps.com/pictures/listings/270/181/231/418164474_tyrtffbscyrm5aymcrrm.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"OG - 10"" Beaker",Gear,,,,Each,$28.00,https://images.weedmaps.com/pictures/listings/270/181/231/426092387_nvjoil3vyxvfravtvpey.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Ollopa - Titan - 15 caps,Concentrates,,,,Each,$17.98,https://images.weedmaps.com/pictures/listings/270/181/231/426135845_g2k4t9kvr059br007oyf.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Parcel - Citrus Notes Milled Flower - 7g,Flower,,,,Each,$27.98,https://images.weedmaps.com/pictures/listings/270/181/231/426546675_abtprgg5hzgvxjzhi1fl.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Randy's - Black Label Cleaner,Gear,,,,Each,$12.00,https://images.weedmaps.com/pictures/listings/270/181/231/370634285_kqvjuecvboaxtmk1g2nz.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Raw Black 1 1/4 Size Rolling Papers,Gear,,,,Each,$2.49,https://images.weedmaps.com/pictures/listings/270/181/231/420804731_p2pj3lh0wyfb0p0jgzb0.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Raw Black King Size Rolling Papers,Gear,,,,Each,$2.98,https://images.weedmaps.com/pictures/listings/270/181/231/420030233_fj1ixyahznlotb8w9mkv.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Raw Hydrostone Natural Terracotta Humidifying Stone,Gear,,,,Each,$1.75,https://images.weedmaps.com/pictures/listings/270/181/231/389033620_bbphjzuv1m2hbhaftsl3.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Raw Small size Rolling tray - Black,Gear,,,,Each,$9.98,https://images.weedmaps.com/pictures/listings/270/181/231/426639542_znfozvbswrs2klh0v9n4.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Rebound by Stewart Farms - Turmeric & Arnica Recovery Balm 25g Creams and Lotions,Topicals,,,,Each,$25.98,https://images.weedmaps.com/pictures/listings/270/181/231/419833956_lxoozjqeaocjmgofjylc.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"Red Eye Tek 12"" Metallic Terminator Finish Radiation Beaker Green - K3095-1",Gear,,22.41% ,,Each,$89.00,https://images.weedmaps.com/pictures/listings/270/181/231/414920861_eimmpdetj7k1revtvvn5.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Redecan - Gems 5:5 - 15 caps,Concentrates,,,,Each,$19.98,https://images.weedmaps.com/pictures/listings/270/181/231/419801654_vbo9xpek4x82vy5btrcc.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Redecan - Redees Cold Creek Kush Pre-Roll Pack - 10x0.4g,Flower,,,,Each,$24.98,https://images.weedmaps.com/pictures/listings/270/181/231/421437391_cplealedf8wavrfjyk63.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Redecan - Redees Wrapped & Redee 10x0.4g Pre-Rolls,Flower,,,,Each,$25.98,https://images.weedmaps.com/pictures/listings/270/181/231/426676734_m5pbeeszrsdmz2fs1ffs.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],RIFF - 510 Vape Battery,Gear,,,,Each,$12.98,https://images.weedmaps.com/pictures/listings/270/181/231/421483079_mqrhgl4o3r8t3qgamzfl.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Saturday - Watermelon 510 Thread Cartridge - Saturday - Watermelon 510 Thread Cartridge - 1g,Vape Pens,,,,Each,$32.98,https://images.weedmaps.com/pictures/listings/270/181/231/418246107_u6blz1fl7cc5nkjo0mcr.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Shoo Bags - Shoo - marble black bags,Gear,,24.03% ,,Each,$19.98,https://images.weedmaps.com/pictures/listings/270/181/231/415995360_x4hwk4mtknbwpmpjltuo.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Shoo Bags - Shoo - Marble Blue Bags,Gear,,,,Each,$19.98,https://images.weedmaps.com/pictures/listings/270/181/231/415995365_bgct2a7wjb7jhkjx0xf5.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Squadafum Glass Dabber - Dab Tool - Squadafum Glass Dabber - yellow,Gear,,,,Each,$9.98,https://images.weedmaps.com/pictures/listings/270/181/231/426322736_dddzsmzz3q9fqq5t5sqz.webp?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Stargazer (Sonora) Pre-Roll - Stargazer (Sonora) Pre-Roll 1x0.5g Pre-Rolls,Flower,,,,Each,$6.98,https://images.weedmaps.com/pictures/listings/270/181/231/350890917_zgygfd5j8bfmjefalagw.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Sweet Justice - OG Cola FREE - 355ml,Edibles,,,,Each,$9.98,https://images.weedmaps.com/pictures/listings/270/181/231/426133426_ouzcpxyr8ch3e6zx1plq.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],The Loud Plug - Benny Blunto Infused Pre-Roll - 1g,Concentrates,,,,Each,$24.98,https://images.weedmaps.com/pictures/listings/270/181/231/421259619_qw1nj21dcfdzyl15cpl2.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"Titanium Metal - 5"" flat edge dabber",Gear,,,,Each,$8.98,https://images.weedmaps.com/pictures/listings/270/181/231/426322775_cetrodc1pxt5sqfu7tvc.webp?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],TOQi - 510 Quartz Tank 3x Pack,Gear,,,,Each,$14.98,https://images.weedmaps.com/pictures/listings/270/181/231/426797013_pv5zmjlnicet9fieaa2o.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Truro - MAC & Cheese - 3.5g,Flower,,,0.01% ,Each,$43.98,https://images.weedmaps.com/pictures/listings/270/181/231/426740268_pf3g81ebinxwxlx1rmc7.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],WAGNERS - Cherry Jam Joints - 3x0.5g,Flower,,,,Each,$17.98,https://images.weedmaps.com/pictures/listings/270/181/231/420722344_rjumd19gju5hmawctz5o.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Wana - Quick Strawberry Lime 1:1 Soft Chews - 2x4.5g,Edibles,,,0.01% ,Each,$9.75,https://images.weedmaps.com/pictures/listings/270/181/231/419801614_prhbncpoisxrbhda3wlr.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Wana Mango Sour Soft Chews 2x4.5g,Edibles,,,,Each,$8.75,https://images.weedmaps.com/pictures/listings/270/181/231/421417420_ciyotejih1hptuz41kmk.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Weed Me - Ice Cream Cake Pre-Roll - 3x0.5g,Flower,,,,Each,$20.98,https://images.weedmaps.com/pictures/listings/270/181/231/424957161_in0uuwbfmhqwxvok8eox.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],WEENEED - Bowl Piece - 14mm Clear,Gear,,,0.5% ,Each,$7.98,https://images.weedmaps.com/pictures/listings/270/181/231/393505274_oyt1n5obp2bxxufddxl4.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],WeNeed - 6'' Waterwheel Silicone Rig,Gear,,,,Each,$55.00,https://images.weedmaps.com/pictures/listings/270/181/231/426322709_sj2ep7zemdprfdpph2yj.webp?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Wood Rolling Tray - Log Rings Rolling Tray,Gear,,28.83% ,,Each,$42.50,https://images.weedmaps.com/pictures/listings/270/181/231/412968402_xlbxeurak6xa4tbzzwgs.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Yocan VANE Dry Vaporizer - Sky Blue,Gear,,,,Each,$70.00,https://images.weedmaps.com/pictures/listings/270/181/231/393457062_osmojymqqqpbv04tw2uh.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Zig Zag White Papers Kutcorners,Gear,,5mg ,,Each,$3.98,https://images.weedmaps.com/pictures/listings/270/181/231/419637103_vjzuzlozrjjzshtknkep.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"10"" Cartoon Water Beaker - Hypno",Gear,,,,Each,$34.00,https://images.weedmaps.com/pictures/listings/270/181/231/424582352_joashn3fyby8q6n4hvsg.webp?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"12"" Cartoon beaker glass water bong - Sailor Moon",Gear,,,,Each,$43.98,https://images.weedmaps.com/pictures/listings/270/181/231/419784745_im2a4x7tbyq9k4clr67d.webp?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"13.5"" Classic beaker 7 mm glass water bong",Gear,,,,Each,$48.00,https://images.weedmaps.com/pictures/listings/270/181/231/424582325_ka8aqjuyccx600yxgzax.webp?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],14mm - Martini Bowl - Clear,Gear,,,,Each,$4.98,https://images.weedmaps.com/pictures/listings/270/181/231/424582362_p7kzke7rmlhfnbotvmvw.webp?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],4 In 1 Hourglass Shaped Ceramic Nail,Gear,,25.93% ,,Each,$4.00,https://images.weedmaps.com/pictures/listings/270/181/231/348270261_rz6fanjrkzgiizacstdx.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"4"" Iridescent Large Spoon Hand Pipe - Clear",Gear,,,,Each,$15.98,https://images.weedmaps.com/pictures/listings/270/181/231/426596278_q72xeutyndiwrwtdjvnr.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],5 Points - Zsweet - 5 Points - Zsweet - 3.5g,Flower,,,,Each,$27.98,https://images.weedmaps.com/pictures/listings/270/181/231/419679198_ee2hj7myl4xqkczk5eve.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"5.5"" Sherlock Hand Pipe - Pink",Gear,,,,Each,$19.98,https://images.weedmaps.com/pictures/listings/270/181/231/426596268_c4f3yr4jit9towezeohd.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Ace Valley - Thrust Watermelon Goji Soft Chews - 2 Pack,Edibles,,,1.15mg ,Each,$8.98,https://images.weedmaps.com/pictures/listings/270/181/231/423887319_znbdo5jedrryqnwy2uhz.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Afghan Hemp Cone - King Size Hemp Cone,Gear,,,,Each,$2.50,https://images.weedmaps.com/pictures/listings/270/181/231/413019326_augm3alf1vruct3p2hsn.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Twd. - Sativa and Strawberry Soft Chews - 5x3.5g,Edibles,,,,Each,$5.85,https://images.weedmaps.com/pictures/listings/270/181/231/421597170_yygjonw5msfd3yzzisdi.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Tweed - Bakerstreet Seeds - 4 Pack,Cultivation,,,,Each,$58.00,https://images.weedmaps.com/pictures/listings/270/181/231/415305266_dk1tdkh5ma8caxa3w8qx.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Versus - Black Cherry Rapid Seltzer - 355ml,Edibles,,,,Each,$6.98,https://images.weedmaps.com/pictures/listings/270/181/231/410225993_haoyw7n3gkbboak4nhpo.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Wagners - Cherry Jam Dried Flower - WAGNERS - Cherry Jam - 3.5 g,Flower,,,,Each,$34.98,https://images.weedmaps.com/pictures/listings/270/181/231/419824963_uyu2tjqpfxsuoe2jhpkq.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Wana - Blueberry Sour Soft Chews - 2x4.5g,Edibles,,,,Each,$8.75,https://images.weedmaps.com/pictures/listings/270/181/231/421597177_okqjv3v0k4amzmqphinl.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Wana - Quick Orchard Peach Sativa Soft Chews - 2x4.5g,Edibles,,,,Each,$9.75,https://images.weedmaps.com/pictures/listings/270/181/231/419801491_ww7p52azsdq0bena3qai.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Wana - Quick Pineapple Coconut Indica Soft Chews - 2x4.5g,Edibles,,,,Each,$9.75,https://images.weedmaps.com/pictures/listings/270/181/231/419661604_vftqmmrpajosadiijmae.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],WINK - Craft Animal Face Cookies Blnt - 1x1g,Flower,,,,Each,$13.98,https://images.weedmaps.com/pictures/listings/270/181/231/426609567_bcyhw3pel98pff0dpus9.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],X-Lite Butane Universal,Gear,,,,Each,$3.98,https://images.weedmaps.com/pictures/listings/270/181/231/419475227_dzztwea4kqpiu7woblxv.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Xmas Tree - Pipe - Wildfire Productions,Gear,,,,Each,$35.00,https://images.weedmaps.com/pictures/listings/270/181/231/412968431_zlbkb68ggdlv8s7sidzo.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],XMG - Blue Raspberry 236ml Beverages,Edibles,,,,Each,$7.98,https://images.weedmaps.com/pictures/listings/270/181/231/426039012_scebiwsben3ycg3kmoep.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],XMG - Mango Pineapple 236ml Beverages,Edibles,,,,Each,$7.98,https://images.weedmaps.com/pictures/listings/270/181/231/425970424_fft0icoaibaxce9zjzgc.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],XMG - Tropical Fruit 236ml Beverages,Edibles,,,,Each,$7.98,https://images.weedmaps.com/pictures/listings/270/181/231/426039014_wcls2eyjvfa3r6vt3z2c.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],ZEN Bristle Hard Pipe Cleaners - 44 pack,Gear,,,,Each,$2.25,https://images.weedmaps.com/pictures/listings/270/181/231/410314968_gxh3gzmxugomisw63kbn.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Zig Zag Ultra Thin Papers,Gear,,,15.2% ,Each,$3.49,https://images.weedmaps.com/pictures/listings/270/181/231/415503348_ww5iqwksysmswevhruob.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"10"" Cartoon glass water bong - Mr.Burns",Gear,,,,Each,$60.00,https://images.weedmaps.com/pictures/listings/270/181/231/424582327_mnonzcynmtn86csz0hjj.webp?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"10"" Cartoon Water Beaker - Rick N Morty Nightmare",Gear,,,,Each,$34.00,https://images.weedmaps.com/pictures/listings/270/181/231/426487723_xski5uokurgtiegcfde2.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"10"" SPARK beaker thick glass water bong - Pink",Gear,,,,Each,$30.00,https://images.weedmaps.com/pictures/listings/270/181/231/426476191_oyd9wmgirorg263dofmu.webp?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"11"" Metallic Terminator Finish Prismatic Tube - Rainbow",Gear,,,,Each,$71.98,https://images.weedmaps.com/pictures/listings/270/181/231/426596451_iamzwp1h7ldrvf6e6zoa.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],14mm Cheech - Sandblasted Ash catcher,Gear,,,,Each,$29.98,https://images.weedmaps.com/pictures/listings/270/181/231/426089981_mfbdifprfn2xjupvdgnq.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"15"" Cheech - Sandblasted Beaker",Gear,,,,Each,$95.00,https://images.weedmaps.com/pictures/listings/270/181/231/426090219_invtnc0gqamogixmnlt3.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],1964 - Blunt (Comatose) - 1x1g,Flower,,,,Each,$17.98,https://images.weedmaps.com/pictures/listings/270/181/231/426676792_cujggkffhhz7s8gbjovm.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],19mm - Bowl Piece,Gear,,,,Each,$4.50,https://images.weedmaps.com/pictures/listings/270/181/231/417572505_fgaucknw6xutygrdtagj.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"3.5"" Cheech Pipes",Gear,,19.43% ,,Each,$15.00,https://images.weedmaps.com/pictures/listings/270/181/231/426090324_hdwqsdpvqchdi5osstco.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],3Saints - Sundae Strudel - 1g,Flower,,,,Each,$8.98,https://images.weedmaps.com/pictures/listings/270/181/231/426133353_ztm2srxl4dnahsl16zoi.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],510 USB Charger - Black,Gear,,,,Each,$2.98,https://images.weedmaps.com/pictures/listings/270/181/231/391200081_h3rb9tenpzwddfcda6at.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"6"" heavy clear soft glass water bong - Clear",Gear,,,,Each,$16.98,https://images.weedmaps.com/pictures/listings/270/181/231/424582323_fngp1ym0cghsurpey5ld.webp?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],90 Oil Reclaimer 14mm Male to Female by Pulsar,Gear,,,,Each,$24.98,https://images.weedmaps.com/pictures/listings/270/181/231/418913660_covpkzyx5pmfjl7gl2qd.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Arizer - V-Tower - Arizer - V-Tower,Gear,,,,Each,$179.98,https://images.weedmaps.com/pictures/listings/270/181/231/412968387_a7jugez4burqtdxrqfgj.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Bhang - THC Dark Chocolate Bar - 10g,Edibles,,,,Each,$5.30,https://images.weedmaps.com/pictures/listings/270/181/231/419661569_obxag9i0ohmfi08gujad.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],BIG - Hash Blunt - BIG - Hash Blunt - 1x1g,Concentrates,,34.65% ,,Each,$24.98,https://images.weedmaps.com/pictures/listings/270/181/231/404266844_cpkaxlomwmhzkjxnpfek.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Boxhot - Glowstick Battery,Gear,,,,Each,$19.98,https://images.weedmaps.com/pictures/listings/270/181/231/426806871_gpcya6ni3cok1chbxpns.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Calyptra Light - The Snack Pack: Sour OG Cheese - 1g,Flower,,,,Each,$12.98,https://images.weedmaps.com/pictures/listings/270/181/231/424957672_j6g39y9udtuncagq5qwq.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],CanWe - Peanut Butter Rockstar - 1g,Flower,,,,Each,$10.98,https://images.weedmaps.com/pictures/listings/270/181/231/405822659_onz2wwax3nthcset9eic.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Changeable colors LED Rolling Tray - Rick N Morty Portal Gun,Gear,,,,Each,$25.98,https://images.weedmaps.com/pictures/listings/270/181/231/411034369_evaypirsloavcghr5fds.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Changeable colors LED rolling tray - Rick n Morty vibing,Gear,,,,Each,$26.00,https://images.weedmaps.com/pictures/listings/270/181/231/424519221_uavpo1hllh0bue2mxje0.webp?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"Cheech - 14"" Sandblasted Beaker",Gear,,,,Each,$120.00,https://images.weedmaps.com/pictures/listings/270/181/231/424587403_ul1y0e3kjix6ycvqvy4f.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],"Cheech - 9"" Recycler W/ Dichro",Gear,,10mg ,9.56% ,Each,$160.00,https://images.weedmaps.com/pictures/listings/270/181/231/393505272_ibukbl9zetdt6waovdqe.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Cheech - Male to Female Converter 19 - 19,Gear,,,,Each,$14.98,https://images.weedmaps.com/pictures/listings/270/181/231/348271435_ea7w62tbt0jejmqpiswi.png?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Choice Growers Cannabis - Jeffrey Pre-Roll - 1x0.5g,Flower,,,,Each,$6.49,https://images.weedmaps.com/pictures/listings/270/181/231/421544111_zvn5zjtag5ht71yihwtu.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Clipper - Raw Eco,Gear,,22.3% ,,Each,$1.98,https://images.weedmaps.com/pictures/listings/270/181/231/417745099_jdfwdgk1dobmh354dwfa.webp?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Collective Project - Blueberry & Lemon Iced Tea - 355ml,Edibles,,2mg ,,Each,$10.98,https://images.weedmaps.com/pictures/listings/270/181/231/426218910_mz3a5trf399jeaxbscbc.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Color accented glass bowl 14mm Female Joint - Blue Color accented glass bowl 14mm Female Joint,Gear,,,,Each,$5.99,https://images.weedmaps.com/pictures/listings/270/181/231/378508845_w4lcv2z9tzx6az8o0gme.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
,[],Color accented glass bowl 14mm Female Joint - Purple Color accented glass bowl 14mm Female Joint,Gear,,,,Each,$5.99,https://images.weedmaps.com/pictures/listings/270/181/231/378508848_guwqp7o0otumh57p3jsy.jpg?blur=500&q=1&fill=solid&fit=crop&auto=format&w=240&h=240
